"Typ","p1","A","notA","gesamt","Entropie","step1","Aup1","step2","Aup2","step3","Aup3","step4","Aup4","step5","Aup5","step6","Aup6","ending"
"Kundenklasse",0.2,1,4,5,0.721928094887362,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.222222222222222,2,7,9,0.76420450650862,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.222222222222222,2,7,9,0.76420450650862,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.2,3,12,28,0.721928094887362,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.428571428571429,3,4,28,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.333333333333333,2,4,28,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.2,3,12,15,0.721928094887362,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.333333333333333,2,4,6,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.428571428571429,3,4,7,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"NettoDB",0.5,9,9,78,1,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","-","-","-","-","ZS"
"NettoDB",0.352941176470588,12,22,78,0.936667381877563,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","-","-","-","-","ZS"
"NettoDB",0.384615384615385,10,16,78,0.961236604722876,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","-","-","-","-","ZS"
"Preisumsetzung",0.25,2,6,34,0.811278124459133,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.5,6,6,34,1,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.285714285714286,4,10,34,0.863120568566631,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.5,6,6,12,1,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.285714285714286,4,10,14,0.863120568566631,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.25,2,6,8,0.811278124459133,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.666666666666667,6,3,18,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.333333333333333,2,4,18,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.333333333333333,1,2,18,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.333333333333333,1,2,3,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.666666666666667,6,3,9,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.333333333333333,2,4,6,0.91829583405449,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.375,3,5,26,0.954434002924965,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.4,2,3,26,0.970950594454669,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.384615384615385,5,8,26,0.961236604722876,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.375,3,5,8,0.954434002924965,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.384615384615385,5,8,13,0.961236604722876,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.4,2,3,5,0.970950594454669,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"NettoDB",0.272727272727273,6,16,59,0.845350936622436,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","-","-","-","-","ZS"
"NettoDB",0.368421052631579,7,12,59,0.949452015387948,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","-","-","-","-","ZS"
"NettoDB",0.0555555555555556,1,17,59,0.309543429150325,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","-","-","-","-","ZS"
"Preisumsetzung",0.571428571428571,4,3,19,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.2,1,4,19,0.721928094887362,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.285714285714286,2,5,19,0.863120568566631,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.2,1,4,5,0.721928094887362,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.285714285714286,2,5,7,0.863120568566631,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.571428571428571,4,3,7,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.166666666666667,1,5,22,0.650022421648354,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.428571428571429,3,4,22,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0.222222222222222,2,7,22,0.76420450650862,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",0.222222222222222,2,7,9,0.76420450650862,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.428571428571429,3,4,7,0.985228136034252,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.166666666666667,1,5,6,0.650022421648354,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.166666666666667,1,5,18,0.650022421648354,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0,0,5,18,0,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","Alle NA"
"Preisumsetzung",0,0,7,18,0,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","Alle NA"
"Kundenklasse",0,0,7,7,0,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Alle NA"
"Kundenklasse",0,0,5,5,0,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Alle NA"
"Kundenklasse",0.166666666666667,1,5,6,0.650022421648354,"Konzernmarken","7","Umsatz","Hoher Umsatz","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.412371134020619,40,57,287,0.977728774116151,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","-","-","-","-","-","-","ZS"
"Preisumsetzung",0.372340425531915,35,59,287,0.952452197364632,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","-","-","-","-","-","-","ZS"
"Preisumsetzung",0.427083333333333,41,55,287,0.98460399620868,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","-","-","-","-","-","-","ZS"
"Quad",0.583333333333333,14,10,96,0.979868756651153,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","-","-","-","-","ZS"
"Quad",0.384615384615385,10,16,96,0.961236604722876,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","-","-","-","-","ZS"
"Quad",0.4,10,15,96,0.970950594454669,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","-","-","-","-","ZS"
"Quad",0.333333333333333,7,14,96,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","-","-","-","-","ZS"
"Kundenklasse",0.222222222222222,4,14,25,0.76420450650862,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0.857142857142857,6,1,25,0.591672778582327,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","notA","-","-","ZS"
"NettoDB",0,0,2,18,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","A","NettoDB","Hoher Netto-DB","Alle NA"
"NettoDB",0.428571428571429,3,4,18,0.985228136034252,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","A","NettoDB","Mittlerer Netto-DB","Undiskret"
"NettoDB",0.111111111111111,1,8,18,0.503258334775646,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","A","NettoDB","Niedriger Netto-DB","Undiskret"
"NettoDB",0.666666666666667,2,1,7,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","notA","NettoDB","Hoher Netto-DB","Undiskret"
"NettoDB",1,2,0,7,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","notA","NettoDB","Mittlerer Netto-DB","Alle A"
"NettoDB",1,2,0,7,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/<9,7901","Kundenklasse","notA","NettoDB","Niedriger Netto-DB","Alle A"
"NettoDB",0.125,1,7,26,0.543564443199596,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0.454545454545455,5,6,26,0.994030211476956,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.571428571428571,4,3,26,0.985228136034252,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.6,3,2,7,0.970950594454669,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.5,1,1,7,1,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0,0,6,8,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","A","Alle NA"
"Kundenklasse",0.5,1,1,8,1,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.375,3,5,11,0.954434002924965,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.666666666666667,2,1,11,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Undiskret"
"NettoDB",0.333333333333333,2,4,21,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0.25,2,6,21,0.811278124459133,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.428571428571429,3,4,21,0.985228136034252,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.333333333333333,2,4,8,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,2,8,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Alle NA"
"Kundenklasse",0.333333333333333,2,4,6,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.4,2,3,7,0.970950594454669,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.5,1,1,7,1,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.666666666666667,14,7,24,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0,0,3,24,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","notA","-","-","Alle NA"
"NettoDB",1,6,0,21,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","A","NettoDB","Hoher Netto-DB","Alle A"
"NettoDB",0.428571428571429,3,4,21,0.985228136034252,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","A","NettoDB","Mittlerer Netto-DB","Undiskret"
"NettoDB",0.625,5,3,21,0.954434002924965,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","A","NettoDB","Niedriger Netto-DB","Undiskret"
"NettoDB",0,0,1,3,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","notA","NettoDB","Hoher Netto-DB","Alle NA"
"NettoDB",0,0,2,3,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","Quad","<50,2724/<9,7901","Kundenklasse","notA","NettoDB","Mittlerer Netto-DB","Alle NA"
"Quad",0.344827586206897,10,19,97,0.929363626013719,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","-","-","-","-","ZS"
"Quad",0.521739130434783,12,11,97,0.998635964158572,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/>9,7901","-","-","-","-","ZS"
"Quad",0.444444444444444,8,10,97,0.991076059838222,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","-","-","-","-","ZS"
"Quad",0.37037037037037,10,17,97,0.950956048454973,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","-","-","-","-","ZS"
"NettoDB",0.333333333333333,4,8,27,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0.555555555555556,5,4,27,0.991076059838222,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.166666666666667,1,5,27,0.650022421648354,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.3,3,7,12,0.881290899230693,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.5,1,1,12,1,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.555555555555556,5,4,9,0.991076059838222,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,5,6,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Alle NA"
"Kundenklasse",1,1,0,6,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/>9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Alle A"
"NettoDB",0.5,4,4,18,1,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",1,2,0,18,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","-","-","Alle A"
"NettoDB",0.25,2,6,18,0.811278124459133,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.428571428571429,3,4,8,0.985228136034252,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",1,1,0,8,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Alle A"
"Kundenklasse",0.333333333333333,2,4,8,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,2,8,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Alle NA"
"Kundenklasse",1,2,0,2,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad",">50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Alle A"
"NettoDB",0.25,3,9,29,0.811278124459133,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0.272727272727273,3,8,29,0.845350936622436,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.666666666666667,4,2,29,0.91829583405449,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.272727272727273,3,8,12,0.845350936622436,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,1,12,0,"Konzernmarken","7","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Alle NA"
